timestamp,modelo,prediccion,data
2025-10-12T20:38:30,lightgbm,[2],"[{""Designation"":-0.0967003931,""Resource Allocation"":0.7892425337,""Mental Fatigue Score"":1.2985061451,""Work Hours per Week"":1.4451355692,""Sleep Hours"":-0.8922597106,""Work-Life Balance Score"":-0.3617021882,""Manager Support Score"":-1.4806246896,""Deadline Pressure Score"":1.135681794,""Team Size"":-0.0587732803,""Recognition Frequency"":-0.3711037405,""Gender_Male"":1.0732125748,""Company Type_Service"":-1.4374305151,""WFH Setup Available_Yes"":0.8956961038}]"
2025-10-12T20:38:30,lightgbm,[0],"[{""Designation"":-1.0631945432,""Resource Allocation"":-1.6976055788,""Mental Fatigue Score"":-1.2860847766,""Work Hours per Week"":-0.8121059409,""Sleep Hours"":1.6034827379,""Work-Life Balance Score"":0.3680103206,""Manager Support Score"":0.1574113106,""Deadline Pressure Score"":-0.3292067277,""Team Size"":-1.4275319416,""Recognition Frequency"":1.8886531708,""Gender_Male"":-0.9461447574,""Company Type_Service"":-1.2536192092,""WFH Setup Available_Yes"":0.9808798837}]"
2025-10-12T20:38:30,lightgbm,[1],"[{""Designation"":1.5731512212,""Resource Allocation"":0.6009254864,""Mental Fatigue Score"":0.3037738206,""Work Hours per Week"":0.3357351109,""Sleep Hours"":-1.5060449123,""Work-Life Balance Score"":-1.1709141224,""Manager Support Score"":0.0852969443,""Deadline Pressure Score"":0.4040901955,""Team Size"":-1.2417098807,""Recognition Frequency"":-0.9905710503,""Gender_Male"":-0.9510213722,""Company Type_Service"":0.7726610088,""WFH Setup Available_Yes"":0.940629534}]"
2025-10-12T20:38:30,lightgbm,[1],"[{""Designation"":0.762199291,""Resource Allocation"":1.1293185082,""Mental Fatigue Score"":0.8200801531,""Work Hours per Week"":0.4096386265,""Sleep Hours"":-0.636880996,""Work-Life Balance Score"":-0.2853166,""Manager Support Score"":-1.4362933342,""Deadline Pressure Score"":0.3513301015,""Team Size"":0.4994997724,""Recognition Frequency"":-0.393069365,""Gender_Male"":-0.9828475357,""Company Type_Service"":0.872397049,""WFH Setup Available_Yes"":-1.1213926512}]"
2025-10-12T20:38:31,lightgbm,[2],"[{""Designation"":1.6365855729,""Resource Allocation"":2.1621188137,""Mental Fatigue Score"":0.8934476773,""Work Hours per Week"":1.5176883539,""Sleep Hours"":-1.4901192856,""Work-Life Balance Score"":-1.0573888342,""Manager Support Score"":-0.6016726764,""Deadline Pressure Score"":0.4116816443,""Team Size"":1.6157156672,""Recognition Frequency"":-1.0836961652,""Gender_Male"":1.0429061067,""Company Type_Service"":0.7330638698,""WFH Setup Available_Yes"":0.8283461392}]"
2025-10-12T20:38:31,lightgbm,[0],"[{""Designation"":-1.0274956281,""Resource Allocation"":-0.7306582056,""Mental Fatigue Score"":-0.8144777021,""Work Hours per Week"":-0.5086838088,""Sleep Hours"":0.644436673,""Work-Life Balance Score"":0.4370886876,""Manager Support Score"":1.7252723666,""Deadline Pressure Score"":-0.9990818943,""Team Size"":1.4068028031,""Recognition Frequency"":1.8260387782,""Gender_Male"":-0.9217315188,""Company Type_Service"":0.6912854304,""WFH Setup Available_Yes"":0.9053701128}]"
2025-10-12T20:38:31,lightgbm,[1],"[{""Designation"":-1.0323074249,""Resource Allocation"":-0.1827194114,""Mental Fatigue Score"":-0.3345539094,""Work Hours per Week"":-0.9384392049,""Sleep Hours"":0.8589796013,""Work-Life Balance Score"":1.6780711464,""Manager Support Score"":0.0833782467,""Deadline Pressure Score"":-1.8575555827,""Team Size"":1.0366399959,""Recognition Frequency"":0.1181880583,""Gender_Male"":1.0222899361,""Company Type_Service"":-1.3915918929,""WFH Setup Available_Yes"":-1.0652928745}]"
2025-10-12T20:38:32,lightgbm,[1],"[{""Designation"":0.6467711567,""Resource Allocation"":0.6809411998,""Mental Fatigue Score"":0.6713898751,""Work Hours per Week"":0.2249156174,""Sleep Hours"":-0.917264107,""Work-Life Balance Score"":-1.1389002269,""Manager Support Score"":-0.7499614745,""Deadline Pressure Score"":0.4294854048,""Team Size"":0.7643460172,""Recognition Frequency"":-0.4934023133,""Gender_Male"":0.960993327,""Company Type_Service"":-1.4528135868,""WFH Setup Available_Yes"":-1.1324833731}]"
2025-10-12T20:38:32,lightgbm,[1],"[{""Designation"":1.5389649657,""Resource Allocation"":0.7531128756,""Mental Fatigue Score"":0.7116225653,""Work Hours per Week"":1.3273448353,""Sleep Hours"":-0.6634810732,""Work-Life Balance Score"":-1.0912261497,""Manager Support Score"":-1.4193721091,""Deadline Pressure Score"":0.33039663,""Team Size"":-0.2132654033,""Recognition Frequency"":-0.9866793532,""Gender_Male"":-0.9505190422,""Company Type_Service"":-1.3114124626,""WFH Setup Available_Yes"":0.8132640205}]"
2025-10-12T20:38:32,lightgbm,[1],"[{""Designation"":-0.1995496607,""Resource Allocation"":-0.6521272527,""Mental Fatigue Score"":0.2433086685,""Work Hours per Week"":0.4548513678,""Sleep Hours"":-0.5166273054,""Work-Life Balance Score"":-0.4752391842,""Manager Support Score"":-1.3882749427,""Deadline Pressure Score"":0.4350660294,""Team Size"":1.1758936674,""Recognition Frequency"":-0.3049763002,""Gender_Male"":-0.9455270343,""Company Type_Service"":-1.4905565055,""WFH Setup Available_Yes"":0.9412143878}]"
2025-10-12T20:38:32,lightgbm,[1],"[{""Designation"":1.6573669733,""Resource Allocation"":0.7712104075,""Mental Fatigue Score"":0.6940385294,""Work Hours per Week"":1.159979349,""Sleep Hours"":-0.3061668255,""Work-Life Balance Score"":-0.4207877353,""Manager Support Score"":0.1354853097,""Deadline Pressure Score"":1.1240798367,""Team Size"":1.3944696818,""Recognition Frequency"":-1.0417598665,""Gender_Male"":-0.9535068465,""Company Type_Service"":-1.4341190007,""WFH Setup Available_Yes"":-1.1960621148}]"
2025-10-12T20:38:33,lightgbm,[0],"[{""Designation"":-1.0240090385,""Resource Allocation"":-1.8049597756,""Mental Fatigue Score"":-1.1150523884,""Work Hours per Week"":-1.7632782047,""Sleep Hours"":0.1273284964,""Work-Life Balance Score"":1.0818008662,""Manager Support Score"":1.7031390248,""Deadline Pressure Score"":-1.7801229742,""Team Size"":-1.3030913029,""Recognition Frequency"":1.2978889981,""Gender_Male"":1.065564202,""Company Type_Service"":0.7216382592,""WFH Setup Available_Yes"":-1.0432872954}]"
2025-10-12T20:38:33,lightgbm,[1],"[{""Designation"":0.7082782477,""Resource Allocation"":0.1614096999,""Mental Fatigue Score"":0.0019446305,""Work Hours per Week"":1.2114387605,""Sleep Hours"":-1.7428213263,""Work-Life Balance Score"":-0.4321270186,""Manager Support Score"":-1.4245875758,""Deadline Pressure Score"":1.2196788442,""Team Size"":-0.0386214549,""Recognition Frequency"":-0.436294322,""Gender_Male"":-1.0209331925,""Company Type_Service"":0.7865149628,""WFH Setup Available_Yes"":-1.0406837977}]"
2025-10-12T20:38:33,lightgbm,[1],"[{""Designation"":0.7610489963,""Resource Allocation"":0.811771019,""Mental Fatigue Score"":0.3868096055,""Work Hours per Week"":0.0184952455,""Sleep Hours"":0.1826384271,""Work-Life Balance Score"":-1.0676552514,""Manager Support Score"":-1.5390984491,""Deadline Pressure Score"":0.4046109682,""Team Size"":-1.2663491703,""Recognition Frequency"":-0.9802643601,""Gender_Male"":-0.9349367965,""Company Type_Service"":0.6370821694,""WFH Setup Available_Yes"":0.9355921915}]"
2025-10-12T20:38:33,lightgbm,[1],"[{""Designation"":-1.0178075762,""Resource Allocation"":-0.6970681817,""Mental Fatigue Score"":-0.2537488191,""Work Hours per Week"":0.5799371532,""Sleep Hours"":-1.2525684469,""Work-Life Balance Score"":-0.321957867,""Manager Support Score"":-1.315879136,""Deadline Pressure Score"":0.4276065451,""Team Size"":-0.0038715312,""Recognition Frequency"":-1.0034961583,""Gender_Male"":1.0595446765,""Company Type_Service"":0.725174118,""WFH Setup Available_Yes"":1.0304109931}]"
2025-10-12T20:38:34,lightgbm,[1],"[{""Designation"":1.561894221,""Resource Allocation"":1.2914201713,""Mental Fatigue Score"":0.8229099684,""Work Hours per Week"":0.6166981085,""Sleep Hours"":-1.3757000452,""Work-Life Balance Score"":-0.4067254777,""Manager Support Score"":-0.6135981428,""Deadline Pressure Score"":1.1028146477,""Team Size"":-1.4922261277,""Recognition Frequency"":-0.3627627306,""Gender_Male"":-0.900845535,""Company Type_Service"":0.8036747415,""WFH Setup Available_Yes"":-1.0725733115}]"
2025-10-12T20:38:34,lightgbm,[1],"[{""Designation"":1.6343506045,""Resource Allocation"":1.2048693644,""Mental Fatigue Score"":0.2568145323,""Work Hours per Week"":0.1562406433,""Sleep Hours"":-0.3135943955,""Work-Life Balance Score"":-0.3730018001,""Manager Support Score"":0.1210313721,""Deadline Pressure Score"":1.0861342959,""Team Size"":-0.4036684494,""Recognition Frequency"":-0.9615867066,""Gender_Male"":1.0043135672,""Company Type_Service"":0.7073922508,""WFH Setup Available_Yes"":0.883895584}]"
2025-10-12T20:38:34,lightgbm,[1],"[{""Designation"":0.6794495648,""Resource Allocation"":0.7141297603,""Mental Fatigue Score"":0.1352251314,""Work Hours per Week"":0.7199431669,""Sleep Hours"":-0.8999753813,""Work-Life Balance Score"":-1.1521648551,""Manager Support Score"":-0.5777495303,""Deadline Pressure Score"":1.145438904,""Team Size"":-1.486178809,""Recognition Frequency"":-0.9640025915,""Gender_Male"":1.0630887942,""Company Type_Service"":0.7164116168,""WFH Setup Available_Yes"":0.9400547685}]"
2025-10-12T20:38:35,lightgbm,[1],"[{""Designation"":-1.0087485612,""Resource Allocation"":-1.2063491382,""Mental Fatigue Score"":-0.1875907642,""Work Hours per Week"":-1.5131565481,""Sleep Hours"":0.4612340203,""Work-Life Balance Score"":1.7617121306,""Manager Support Score"":0.9675945414,""Deadline Pressure Score"":-1.0267800332,""Team Size"":-0.8469545791,""Recognition Frequency"":0.2038063088,""Gender_Male"":1.0569850158,""Company Type_Service"":0.7324417982,""WFH Setup Available_Yes"":0.9152447692}]"
2025-10-12T20:38:35,lightgbm,[1],"[{""Designation"":0.8048347389,""Resource Allocation"":-0.271571616,""Mental Fatigue Score"":0.2341645354,""Work Hours per Week"":-1.6051711455,""Sleep Hours"":1.3717925431,""Work-Life Balance Score"":0.3114313853,""Manager Support Score"":0.9051615369,""Deadline Pressure Score"":-1.793040283,""Team Size"":-1.030258774,""Recognition Frequency"":1.8571293556,""Gender_Male"":0.9346019042,""Company Type_Service"":0.7471680758,""WFH Setup Available_Yes"":-1.190101622}]"
2025-10-12T20:38:35,lightgbm,[1],"[{""Designation"":-0.9581977173,""Resource Allocation"":-1.223912258,""Mental Fatigue Score"":-0.2109510769,""Work Hours per Week"":-1.0189073469,""Sleep Hours"":1.5279822714,""Work-Life Balance Score"":1.037656362,""Manager Support Score"":0.810367762,""Deadline Pressure Score"":-0.3384723783,""Team Size"":0.8866470971,""Recognition Frequency"":1.3573013202,""Gender_Male"":1.020983018,""Company Type_Service"":0.7407177625,""WFH Setup Available_Yes"":0.9707075799}]"
2025-10-12T20:38:35,lightgbm,[1],"[{""Designation"":0.7165884268,""Resource Allocation"":0.3851652625,""Mental Fatigue Score"":0.7506932601,""Work Hours per Week"":0.2151104555,""Sleep Hours"":-0.5401865361,""Work-Life Balance Score"":-0.4143808064,""Manager Support Score"":-1.4493106255,""Deadline Pressure Score"":0.4327541539,""Team Size"":1.4199443889,""Recognition Frequency"":-1.0082089027,""Gender_Male"":0.9649605322,""Company Type_Service"":0.7570984634,""WFH Setup Available_Yes"":0.9365155424}]"
2025-10-12T20:38:36,lightgbm,[1],"[{""Designation"":-1.0179357989,""Resource Allocation"":-0.2563811409,""Mental Fatigue Score"":-0.621339349,""Work Hours per Week"":-0.6355434936,""Sleep Hours"":0.0739559209,""Work-Life Balance Score"":1.8894672513,""Manager Support Score"":0.1887099959,""Deadline Pressure Score"":-1.8156003059,""Team Size"":-1.3391769119,""Recognition Frequency"":1.8979362123,""Gender_Male"":-0.9538702665,""Company Type_Service"":-1.3358032026,""WFH Setup Available_Yes"":-1.18292303}]"
2025-10-12T20:38:36,lightgbm,[1],"[{""Designation"":-0.1693619055,""Resource Allocation"":-0.754466065,""Mental Fatigue Score"":0.5763307292,""Work Hours per Week"":0.3149213349,""Sleep Hours"":-1.257575344,""Work-Life Balance Score"":-1.1054876076,""Manager Support Score"":-1.3747915871,""Deadline Pressure Score"":1.1133162097,""Team Size"":-0.6236418303,""Recognition Frequency"":-0.4287767652,""Gender_Male"":-0.8635642541,""Company Type_Service"":-1.3720975869,""WFH Setup Available_Yes"":0.8964275273}]"
2025-10-12T20:38:36,lightgbm,[0],"[{""Designation"":-1.1074618866,""Resource Allocation"":-0.7491548545,""Mental Fatigue Score"":-0.4918945469,""Work Hours per Week"":-0.7826324036,""Sleep Hours"":-0.1104305834,""Work-Life Balance Score"":0.3121136784,""Manager Support Score"":0.0973423924,""Deadline Pressure Score"":-1.7366027665,""Team Size"":0.2581798573,""Recognition Frequency"":1.2753717921,""Gender_Male"":1.0589283887,""Company Type_Service"":-1.4761455654,""WFH Setup Available_Yes"":0.8484221506}]"
2025-10-12T20:38:36,lightgbm,[0],"[{""Designation"":-0.1869066968,""Resource Allocation"":-0.6691211357,""Mental Fatigue Score"":-1.4727195913,""Work Hours per Week"":-1.7155362404,""Sleep Hours"":1.5624129776,""Work-Life Balance Score"":0.3424041389,""Manager Support Score"":0.1038137956,""Deadline Pressure Score"":-0.2352416336,""Team Size"":0.1763708328,""Recognition Frequency"":1.9251993041,""Gender_Male"":-0.9754282712,""Company Type_Service"":-1.3587116027,""WFH Setup Available_Yes"":0.983899462}]"
2025-10-12T20:38:37,lightgbm,[2],"[{""Designation"":0.6828371608,""Resource Allocation"":0.7988311888,""Mental Fatigue Score"":1.2250968198,""Work Hours per Week"":0.082300027,""Sleep Hours"":-0.808014656,""Work-Life Balance Score"":-1.10865842,""Manager Support Score"":-0.5956815495,""Deadline Pressure Score"":1.1459525362,""Team Size"":1.0833701342,""Recognition Frequency"":-1.0151700497,""Gender_Male"":-0.9606875833,""Company Type_Service"":0.6010598341,""WFH Setup Available_Yes"":-1.1649862952}]"
2025-10-12T20:38:37,lightgbm,[0],"[{""Designation"":-1.9340003879,""Resource Allocation"":-1.7606026953,""Mental Fatigue Score"":-1.2967620631,""Work Hours per Week"":-0.8203270106,""Sleep Hours"":1.1978300773,""Work-Life Balance Score"":1.7572919826,""Manager Support Score"":0.2033615679,""Deadline Pressure Score"":-0.364869315,""Team Size"":1.0276562701,""Recognition Frequency"":1.3403748343,""Gender_Male"":-0.9101861902,""Company Type_Service"":0.7668246179,""WFH Setup Available_Yes"":-1.0860938025}]"
2025-10-12T20:38:37,lightgbm,[1],"[{""Designation"":-0.1690982917,""Resource Allocation"":0.252952211,""Mental Fatigue Score"":0.7908882083,""Work Hours per Week"":0.522403666,""Sleep Hours"":-0.5212421035,""Work-Life Balance Score"":-0.3786956492,""Manager Support Score"":-1.4741269523,""Deadline Pressure Score"":1.0753584372,""Team Size"":0.8976856679,""Recognition Frequency"":-0.9919288188,""Gender_Male"":1.0991584429,""Company Type_Service"":0.6720851463,""WFH Setup Available_Yes"":-1.1188638927}]"
2025-10-12T20:38:38,lightgbm,[2],"[{""Designation"":0.6868696283,""Resource Allocation"":1.2429327936,""Mental Fatigue Score"":1.0836371172,""Work Hours per Week"":0.4033856976,""Sleep Hours"":-0.1461841629,""Work-Life Balance Score"":-1.1390190436,""Manager Support Score"":0.1340948445,""Deadline Pressure Score"":1.1538728651,""Team Size"":0.7254518145,""Recognition Frequency"":-0.4188677627,""Gender_Male"":-0.8863501156,""Company Type_Service"":0.7150729163,""WFH Setup Available_Yes"":-1.1108660603}]"
2025-10-12T20:38:38,lightgbm,[0],"[{""Designation"":-1.9634281068,""Resource Allocation"":-1.7067268003,""Mental Fatigue Score"":-2.5383273887,""Work Hours per Week"":-0.58548685,""Sleep Hours"":0.6524281904,""Work-Life Balance Score"":1.7172091597,""Manager Support Score"":0.1425078506,""Deadline Pressure Score"":-0.9951355779,""Team Size"":-1.3482868625,""Recognition Frequency"":0.1574336977,""Gender_Male"":-0.9043908285,""Company Type_Service"":0.7442263684,""WFH Setup Available_Yes"":0.9029943943}]"
2025-10-12T20:38:38,lightgbm,[1],"[{""Designation"":0.6248511247,""Resource Allocation"":0.82509534,""Mental Fatigue Score"":0.5662119542,""Work Hours per Week"":1.1539993232,""Sleep Hours"":-0.5514407819,""Work-Life Balance Score"":-1.1481211923,""Manager Support Score"":0.1587000851,""Deadline Pressure Score"":1.2048201699,""Team Size"":0.4703413534,""Recognition Frequency"":-1.0506563003,""Gender_Male"":-0.9909356415,""Company Type_Service"":-1.3757266056,""WFH Setup Available_Yes"":0.9138745915}]"
2025-10-12T20:38:38,lightgbm,[0],"[{""Designation"":-0.1206483472,""Resource Allocation"":-0.3204817995,""Mental Fatigue Score"":-0.9897969067,""Work Hours per Week"":-0.7638185402,""Sleep Hours"":0.7744538181,""Work-Life Balance Score"":1.7928532285,""Manager Support Score"":0.2030607007,""Deadline Pressure Score"":-1.7183587276,""Team Size"":1.3751789351,""Recognition Frequency"":1.327686383,""Gender_Male"":-0.9777649585,""Company Type_Service"":0.6400216436,""WFH Setup Available_Yes"":0.9166818049}]"
2025-10-12T20:38:39,lightgbm,[1],"[{""Designation"":-0.0655226992,""Resource Allocation"":0.1684144721,""Mental Fatigue Score"":0.7227483919,""Work Hours per Week"":0.0308009476,""Sleep Hours"":-0.1136003793,""Work-Life Balance Score"":-1.1474565622,""Manager Support Score"":0.071797458,""Deadline Pressure Score"":1.0293737656,""Team Size"":1.071620578,""Recognition Frequency"":-1.0741042131,""Gender_Male"":1.0217709331,""Company Type_Service"":0.82964454,""WFH Setup Available_Yes"":-1.1211352333}]"
2025-10-12T20:38:39,lightgbm,[0],"[{""Designation"":-1.8612721871,""Resource Allocation"":-0.6750759533,""Mental Fatigue Score"":-0.9741077266,""Work Hours per Week"":-0.9219263126,""Sleep Hours"":1.5757241693,""Work-Life Balance Score"":1.1569609714,""Manager Support Score"":0.8905798667,""Deadline Pressure Score"":-1.7918749577,""Team Size"":0.4144888831,""Recognition Frequency"":1.9504483362,""Gender_Male"":-0.9213359797,""Company Type_Service"":0.6818621164,""WFH Setup Available_Yes"":0.8955475293}]"
2025-10-12T20:38:39,lightgbm,[1],"[{""Designation"":0.7316081755,""Resource Allocation"":0.8069006338,""Mental Fatigue Score"":-0.3931494061,""Work Hours per Week"":0.0324916221,""Sleep Hours"":-1.3049993814,""Work-Life Balance Score"":-0.2861820555,""Manager Support Score"":-0.6347753585,""Deadline Pressure Score"":0.4357347684,""Team Size"":-1.4395841532,""Recognition Frequency"":-0.4319001835,""Gender_Male"":-1.0303452101,""Company Type_Service"":-1.4884528301,""WFH Setup Available_Yes"":-1.0218253376}]"
2025-10-12T20:38:39,lightgbm,[0],"[{""Designation"":-0.1472424202,""Resource Allocation"":-0.7882254446,""Mental Fatigue Score"":-0.6895337297,""Work Hours per Week"":-0.9646159635,""Sleep Hours"":1.8727446572,""Work-Life Balance Score"":0.3094744321,""Manager Support Score"":0.176684095,""Deadline Pressure Score"":-0.3249854634,""Team Size"":-0.6317465747,""Recognition Frequency"":0.8340870257,""Gender_Male"":-0.9779989305,""Company Type_Service"":0.7863803296,""WFH Setup Available_Yes"":0.9412219539}]"
2025-10-12T20:38:40,lightgbm,[0],"[{""Designation"":-1.9151775561,""Resource Allocation"":-1.1471607191,""Mental Fatigue Score"":-1.471873345,""Work Hours per Week"":-1.1539261392,""Sleep Hours"":1.0667029655,""Work-Life Balance Score"":0.4030348444,""Manager Support Score"":1.774391282,""Deadline Pressure Score"":-1.2450934453,""Team Size"":-1.6228936882,""Recognition Frequency"":1.341193616,""Gender_Male"":-0.9570856396,""Company Type_Service"":0.754783863,""WFH Setup Available_Yes"":0.9351785189}]"
2025-10-12T20:38:40,lightgbm,[1],"[{""Designation"":-1.0493030219,""Resource Allocation"":-0.1610863532,""Mental Fatigue Score"":0.4997864608,""Work Hours per Week"":0.454952044,""Sleep Hours"":-0.2158768202,""Work-Life Balance Score"":-1.041418169,""Manager Support Score"":-0.5913805575,""Deadline Pressure Score"":1.0926185326,""Team Size"":-1.1876803477,""Recognition Frequency"":-1.0163921712,""Gender_Male"":1.1425744215,""Company Type_Service"":0.7792197987,""WFH Setup Available_Yes"":0.8908693829}]"
2025-10-12T20:38:40,lightgbm,[1],"[{""Designation"":-0.0412831994,""Resource Allocation"":0.1489300112,""Mental Fatigue Score"":-0.3493317503,""Work Hours per Week"":0.7872929949,""Sleep Hours"":-0.1464668488,""Work-Life Balance Score"":-1.0866581775,""Manager Support Score"":-1.467788417,""Deadline Pressure Score"":0.3685716888,""Team Size"":-1.2729665939,""Recognition Frequency"":-1.040331835,""Gender_Male"":1.0303151794,""Company Type_Service"":0.6866296329,""WFH Setup Available_Yes"":0.9356538747}]"
2025-10-12T20:38:41,lightgbm,[2],"[{""Designation"":2.4279592703,""Resource Allocation"":2.6205289915,""Mental Fatigue Score"":1.4236622378,""Work Hours per Week"":0.980072753,""Sleep Hours"":-0.541772245,""Work-Life Balance Score"":-1.0717344023,""Manager Support Score"":-1.3493985311,""Deadline Pressure Score"":0.4317033887,""Team Size"":-0.6954482277,""Recognition Frequency"":-0.8703783467,""Gender_Male"":0.95885483,""Company Type_Service"":-1.49077533,""WFH Setup Available_Yes"":-1.0847913374}]"
2025-10-12T20:38:41,lightgbm,[1],"[{""Designation"":0.7460100901,""Resource Allocation"":1.2299291082,""Mental Fatigue Score"":0.9696605129,""Work Hours per Week"":1.2028169231,""Sleep Hours"":-0.3878207163,""Work-Life Balance Score"":-0.4065311592,""Manager Support Score"":-1.4380909394,""Deadline Pressure Score"":1.1403976135,""Team Size"":0.3691336919,""Recognition Frequency"":-0.4505715735,""Gender_Male"":1.0752506056,""Company Type_Service"":-1.3907004357,""WFH Setup Available_Yes"":0.9779870013}]"
2025-10-12T20:38:41,lightgbm,[1],"[{""Designation"":-1.0926189137,""Resource Allocation"":-0.7106025023,""Mental Fatigue Score"":-0.4662462297,""Work Hours per Week"":0.7788630599,""Sleep Hours"":-0.848828055,""Work-Life Balance Score"":-1.0030216052,""Manager Support Score"":0.1116819302,""Deadline Pressure Score"":0.4561970142,""Team Size"":-0.5410837845,""Recognition Frequency"":-0.9713865465,""Gender_Male"":1.0038640112,""Company Type_Service"":-1.3318642179,""WFH Setup Available_Yes"":0.8740857365}]"
